reflection_magnitude_L,reflection_phase,optimal_length_l1,optimal_length_l2
0.268462,1.091213,2.398365,2.758232
0.602922,2.347527,2.545093,3.684659
0.724305,0.369768,4.222573,3.406688
0.479394,2.321473,2.087832,2.916163
0.015334,2.746756,2.564715,2.354153
0.962078,-2.404473,3.728134,4.667061
0.242593,0.655974,2.622174,2.763953
0.204513,2.608316,1.856466,2.065422
0.380662,0.211430,2.984361,2.458240
0.359260,-1.498152,2.761414,2.154348
0.098608,3.024213,2.141843,2.282250
0.469490,2.134594,2.553922,3.320178
0.413930,0.392854,3.011355,2.677734
0.221274,-2.224733,2.435641,2.810409
0.579143,-0.517872,4.332094,2.572911
0.152411,-1.068988,2.247702,1.611481
0.499301,0.971431,3.253373,3.565106
0.684847,-1.524761,4.048441,2.992308
0.641694,-0.059090,3.429214,1.989688
0.168234,1.853386,2.394908,2.532158
0.488316,2.619456,2.632672,3.559859
0.542137,0.891015,3.162822,3.379639
0.846697,2.797199,2.564656,4.416067
0.668216,1.660890,2.396251,3.391487
0.231433,1.301685,2.624659,2.987199
0.009141,0.036021,1.921740,1.928209
0.666755,0.732113,3.683819,3.614389
0.483204,-0.076313,3.743044,2.626481
0.011851,0.184837,2.142494,2.247539
0.274741,3.000091,2.650498,3.178199
0.674033,1.923708,2.633548,3.781237
0.909773,-2.469189,3.439515,4.481933
0.191932,0.166228,2.680240,2.441427
0.815214,-1.461942,4.025075,2.628947
0.406027,0.408421,3.211387,2.909768
0.990233,-1.722490,4.196894,3.245288
0.653736,2.250757,2.083569,3.316197
0.759586,-2.554112,2.866800,3.928009
0.056115,-3.082215,2.324962,2.479401
0.171384,-0.000890,2.243388,1.882646
0.565857,2.249131,2.557414,3.577883
0.095362,0.176929,2.493296,2.440943
0.868117,2.435076,2.569613,4.399618
0.475500,-2.849035,2.977469,3.934905
0.899312,0.399044,4.514867,3.514483
0.032902,2.694019,1.905223,1.714340
0.587036,1.584962,3.200224,4.029539
0.712711,-0.639025,4.356190,2.224619
0.240472,2.102671,2.305816,2.546113
0.389157,2.491445,2.117702,2.760720
0.139951,3.069198,2.498319,2.755117
0.724164,0.004982,4.193988,2.681801
0.437088,2.127956,2.351330,3.041900
0.340593,1.690212,2.619400,3.095244
0.773555,-2.955449,2.696652,4.219940
0.273327,3.095008,2.086129,2.644751
0.941143,-0.428212,4.931159,2.321656
0.679695,1.009531,3.516862,3.878144
0.798055,1.339000,3.294920,4.153822
0.082038,-2.172594,2.171145,2.500669
0.739655,-1.151845,3.894201,2.056227
0.106551,-3.108950,2.106066,2.347669
0.269766,-2.309027,2.706366,3.156710
0.187392,-0.321425,2.453608,1.787541
0.026262,-0.917884,2.104798,1.704305
0.093064,0.616027,2.211594,2.457476
0.291847,-0.704976,3.161418,2.084380
0.084700,2.520412,2.622192,2.504555
0.571960,-2.076072,2.834741,3.011949
0.380732,-2.269235,2.636026,3.086651
0.063267,-0.410441,2.521584,2.108304
0.421102,-0.099078,3.447677,2.440482
0.246590,0.785610,2.666812,2.894885
0.593806,-1.912927,3.461636,3.318085
0.948823,-1.054210,4.941485,2.501705
0.620192,1.910569,2.468132,3.500864
0.815475,2.258858,2.708782,4.334812
0.974225,-2.286297,3.429728,4.088962
0.200851,-1.167521,3.123632,2.446807
0.964575,2.945087,2.579539,4.695780
0.491007,0.476764,3.572293,3.257031
0.242424,-0.778768,2.909751,1.959029
0.113888,0.401185,2.186491,2.280232
0.592227,0.286696,3.505204,2.736621
0.953005,-0.241135,4.657408,2.233059
0.708367,-0.386699,4.132657,2.136422
0.818966,1.857667,3.051867,4.448220
0.409142,-0.004378,3.142241,2.277479
0.658663,1.352370,2.836235,3.584806
0.789077,-2.676856,3.227265,4.493919
0.400805,0.041548,3.196229,2.407622
0.920392,1.204542,3.097694,3.842655
0.359529,2.485009,2.175955,2.742784
0.536906,0.868213,3.426489,3.616771
0.657602,-0.911006,4.220698,2.307803
0.647000,-2.863268,3.017719,4.260188
0.399618,1.587653,2.480086,3.041819
0.965717,-0.436961,5.156955,2.478948
0.510676,0.118110,3.494797,2.596004
0.580518,0.472718,3.276416,2.844824
0.772342,0.556627,3.924401,3.432591
0.500466,-0.974099,3.658400,2.162896
0.415975,2.901122,2.349573,3.174767
0.116069,2.768850,2.274291,2.323061
0.455333,-1.841807,3.217059,3.039393
0.482926,-0.149775,3.196723,1.989766
0.318909,-1.254978,3.097184,2.258121
0.810186,-2.418491,3.432387,4.304747
0.677139,-2.108925,3.081179,3.304045
0.983900,-1.609042,4.527254,3.256551
0.559849,2.880606,2.521028,3.684634
0.231856,-0.596605,2.918568,2.008068
0.432134,-2.958172,2.740539,3.647987
0.614107,-1.901767,3.197301,3.018417
0.704736,-1.848611,3.490658,3.132356
0.752325,1.939806,2.730332,4.047051
0.871979,-1.966889,3.873111,3.702510
0.325985,-0.266719,3.028352,2.069730
0.527715,0.874045,3.512955,3.712912
0.596971,0.699371,3.189468,3.112966
0.845518,0.737411,3.737904,3.567890
0.813738,1.294263,3.124183,3.937435
0.084752,-2.299974,2.510427,2.888315
0.117862,-1.222834,2.557896,2.093998
0.510825,-0.513719,3.931567,2.346267
0.137867,-0.730672,2.630673,1.938341
0.693433,0.912696,3.649171,3.865308
0.999900,0.345026,4.485890,3.206112
0.314580,-0.307870,3.039532,2.074370
0.053611,-0.885683,2.372081,1.899740
0.815216,2.914324,2.570932,4.342352
0.505438,-0.031605,3.439311,2.333952
0.839892,-0.071003,4.291576,2.399293
0.082671,-2.947689,2.182763,2.463172
0.274853,0.236302,2.642398,2.330652
0.168209,-0.268158,2.579053,1.997204
0.549726,-2.430267,2.518522,3.236727
0.114207,1.728586,2.291284,2.378245
0.822611,-2.880146,2.674148,4.220034
0.718980,0.291246,4.034255,3.069553
0.830071,1.579250,2.957960,4.128836
0.297709,3.137274,2.122689,2.746649
0.816729,-0.382835,4.598716,2.338062
0.993958,1.731845,3.016696,4.614142
0.587924,-0.938514,4.207543,2.480196
0.710754,0.834222,3.534514,3.617310
0.206620,-1.841333,2.642319,2.659802
0.059358,-0.937354,2.223555,1.748831
0.323654,1.282108,2.802249,3.234154
0.289333,-1.461827,3.224281,2.679861
0.679299,-2.543275,2.491639,3.460478
0.962772,1.795050,3.476075,5.088048
0.867048,-2.344331,3.094634,3.848215
0.866079,-1.572824,4.125331,2.917931
0.761474,1.107314,2.930437,3.449063
0.489459,0.486479,3.225196,2.926237
0.451992,0.839608,3.188067,3.373227
0.880125,-2.556661,3.041129,4.224026
0.936336,-0.822650,4.871201,2.223727
0.950254,-1.085173,5.179142,2.782206
0.732724,1.450988,2.970621,3.888236
0.458449,1.031346,2.826443,3.191104
0.534424,-1.772927,3.348138,2.978153
0.429643,-1.810491,2.991113,2.782442
0.337755,0.489672,3.284415,3.171427
0.566142,-0.092125,3.542410,2.221516
0.048409,-2.515946,2.427883,2.802884
0.783890,-0.253955,4.700962,2.661652
0.441286,-3.137346,2.702017,3.629059
0.958032,-1.870390,4.078386,3.588041
0.649997,-2.142708,3.147204,3.439386
0.932726,-1.419878,4.435043,2.745537
0.371844,2.537152,2.149912,2.760949
0.165525,-0.651305,2.486855,1.732437
0.234144,0.976943,2.817493,3.138665
0.703698,-3.134767,2.485098,3.960882
0.226191,1.130865,2.469995,2.823945
0.009287,1.228973,2.369394,2.596175
0.422314,-2.311112,2.187483,2.697780
0.070828,-0.734693,2.300600,1.775555
0.313351,2.393824,2.161055,2.592837
0.137129,1.718203,2.226106,2.356604
0.992940,-2.244020,3.618751,4.173292
0.530508,-3.088344,2.358990,3.469153
0.722432,0.804751,3.342719,3.369537
0.151374,-0.554743,2.394221,1.698967
0.086688,-2.510352,1.830273,2.239111
0.752446,0.562810,3.401227,2.942769
0.314504,-2.263014,2.968522,3.395035
0.276968,-2.612242,2.163147,2.774470
0.607593,1.752818,2.535915,3.478843
0.690476,2.185871,2.398389,3.694685
0.517749,0.059832,3.377766,2.377565
0.747844,-1.284647,4.555085,2.917847
0.954672,-0.032121,4.944849,2.875679
0.112744,-0.002623,2.202002,1.962991
0.977697,3.059173,2.588266,4.689713
0.933924,-2.312320,3.728738,4.437838
0.365412,1.149459,2.454110,2.868357
0.762726,2.855412,2.520680,4.169128
0.067533,-1.494234,2.232527,2.074026
0.039827,-2.761656,2.202199,2.500283
0.628571,0.006591,3.615033,2.305476
0.415432,1.268014,2.905791,3.400036
0.616047,-1.398211,3.842931,2.652687
0.309907,0.071030,3.062115,2.493297
0.536390,-0.686554,4.077463,2.387061
0.634294,2.101892,2.457246,3.591876
0.698676,1.444871,2.859120,3.732468
0.846468,-2.777759,3.153687,4.625990
0.453372,0.683814,3.177524,3.183290
0.309290,1.518605,2.435777,2.870778
0.707901,1.266059,2.983409,3.683120
0.163833,2.846385,1.825501,2.026551
0.720766,-2.092533,3.368692,3.550690
0.126931,1.766354,2.157551,2.250235
0.771430,-2.957142,3.187750,4.708401
0.807108,-1.432688,4.493862,3.045880
0.576652,-2.657347,2.890683,3.874996
0.455198,-0.878867,3.175237,1.730725
0.367688,-1.538651,3.013776,2.451976
0.102905,0.464405,2.318687,2.470318
0.508825,-2.864894,2.424779,3.442019
0.862928,-1.605031,3.979680,2.858258
0.150085,2.709059,2.211954,2.319783
0.857485,0.332159,4.551821,3.456770
0.419369,-1.119651,3.112481,1.925472
0.416257,1.384110,2.611992,3.150047
0.372808,0.012824,3.224300,2.457136
0.901941,-2.014739,4.040308,3.985012
0.954079,-2.708515,2.581958,4.106645
0.465094,-1.367806,3.436205,2.463319
0.553091,-3.091521,2.352508,3.508780
0.200671,0.400910,2.492923,2.466085
0.463927,0.576111,3.420007,3.276626
0.493361,1.712880,2.699826,3.432158
0.760482,-1.601415,4.363310,3.369445
0.006378,-0.565260,2.139859,1.807144
0.839574,2.370009,2.720137,4.453653
0.950990,-3.132406,2.547241,4.538436
0.727215,-2.488462,2.734525,3.666515
0.529814,-1.645142,3.281985,2.676785
0.996959,1.329852,3.420451,4.438506
0.093027,2.646945,2.349106,2.290399
0.700847,-0.801157,4.037909,1.959257
0.974555,-2.608135,3.364028,4.738927
0.819963,-2.671419,3.090961,4.388686
0.567821,-0.408515,3.949222,2.283939
0.260991,-1.162333,2.798831,1.990640
0.800817,1.261196,3.206814,3.965406
0.271956,-2.672318,2.224359,2.843888
0.202713,1.758896,2.170379,2.400187
0.164375,-0.213282,2.518756,1.987869
0.406513,0.225721,3.303471,2.751516
0.308308,-1.476499,2.853301,2.297008
0.119914,-2.151266,2.157312,2.476045
0.696878,-2.888193,2.371791,3.713798
0.835925,-1.082004,4.624924,2.477183
0.355743,0.084570,3.159728,2.516324
0.677183,-1.506916,3.856205,2.774707
0.404392,-0.300329,3.293946,2.117433
0.748078,-1.571722,3.563732,2.518525
0.139793,-3.066465,2.295162,2.625601
0.830372,3.032059,2.889479,4.673830
0.372240,0.818684,3.114562,3.310298
0.644685,0.517256,3.572114,3.142562
0.021800,-2.736503,2.506934,2.790524
0.902496,-0.355431,5.102082,2.657239
0.829356,-1.058403,4.814129,2.649167
0.042696,-0.245076,2.360631,2.094379
0.821685,-0.659743,4.810881,2.403370
0.029482,1.151161,2.213433,2.486356
0.187151,-1.383215,2.722038,2.263082
0.883424,-2.923884,2.758324,4.450209
0.295105,-0.552969,2.881233,1.824018
0.550689,-2.758450,2.650291,3.677386
0.199458,2.416843,2.311809,2.463090
0.525814,0.821554,3.247037,3.383068
0.989404,1.771329,2.591942,4.226579
0.359112,0.279714,2.559877,2.159598
0.502393,-0.701321,3.653684,2.048770
0.179816,-1.138026,2.694506,2.041101
0.778538,-2.773453,3.334016,4.702189
0.991531,0.184929,4.818738,3.153791
0.973980,-2.512430,2.551989,3.736337
0.656864,-1.466954,3.967995,2.838186
0.055909,3.118923,1.709514,1.812803
0.219412,2.177156,2.284150,2.471345
0.839222,2.169087,2.398972,4.036641
0.176100,0.581317,2.607360,2.754925
0.913980,-2.964366,2.562860,4.348042
0.700561,2.812094,2.222333,3.717406
0.188234,3.066233,2.117250,2.478707
0.881626,-0.048841,4.509162,2.565561
0.090257,-1.679977,2.537687,2.508553
0.218809,0.166181,3.153712,2.865413
0.201464,-2.321703,2.413346,2.844980
0.716938,2.631277,2.556319,4.061977
0.021913,0.544181,1.996040,2.282606
0.917224,1.723896,3.161273,4.618609
0.960559,-0.794253,4.624815,1.901911
0.941923,-0.655992,5.077590,2.367433
0.136452,-2.151967,2.445520,2.764374
0.948694,1.833701,3.154783,4.779408
0.174203,2.945198,2.127298,2.399713
0.693560,2.694514,2.481556,3.941782
0.588950,-2.039826,3.073623,3.179437
0.306823,1.184371,2.795751,3.195158
0.948788,2.819254,2.848478,4.948774
0.391601,3.105673,2.417141,3.233540
0.602389,2.645461,2.385512,3.606418
0.967532,-1.753667,3.822311,2.985019
0.140643,1.541538,2.054537,2.263182
0.237996,3.030881,2.465333,2.922011
0.088726,1.312971,2.599125,2.844313
0.639103,2.429416,2.262445,3.516794
0.249541,-2.715625,2.424525,3.020772
0.256658,-2.462791,2.659587,3.195563
0.732584,2.947454,2.529997,4.104879
0.884552,-0.043467,4.411854,2.471849
0.101429,-0.128873,2.574456,2.255757
0.864051,0.948570,3.601267,3.858175
0.073709,2.172490,2.027146,1.873192
0.294909,-1.139035,3.011851,2.111658
0.170105,-0.782521,2.583637,1.812413
0.731985,0.295600,4.041419,3.064529
0.594031,0.714051,3.283143,3.231501
0.482737,-2.946857,2.630840,3.627543
0.889753,-2.154481,3.617297,3.929501
0.101258,-1.850081,2.435552,2.543393
0.722038,1.444969,3.259079,4.158807
0.265265,-1.372731,2.806312,2.197541
0.571770,2.135369,2.508048,3.510338
0.153590,-0.874438,2.397118,1.680803
0.662020,0.629673,3.624523,3.379854
0.199675,-2.979891,2.348252,2.828322
0.081936,2.159965,2.301206,2.168799
0.308353,-0.644232,2.719949,1.606788
0.091137,0.277252,2.355212,2.390340
0.184881,2.422122,2.036690,2.152321
0.263296,-0.219547,3.037636,2.268915
0.226242,-1.454168,3.005682,2.554907
0.667468,-2.603078,3.038533,4.070785
0.343791,0.260432,3.264062,2.864551
0.553602,2.141292,2.377426,3.339403
0.818405,-0.511250,4.150665,1.792490
0.474824,2.398002,2.245650,3.080799
0.476262,-2.645503,2.924652,3.779888
0.502101,2.516133,2.154832,3.088944
0.800450,1.115485,3.289771,3.833513
0.757189,-2.055362,3.450830,3.542046
0.984368,2.966699,2.724097,4.879587
0.423375,3.067953,2.273965,3.152890
0.435393,3.124435,2.122114,3.034755
0.257886,2.581161,1.940613,2.276075
0.914174,-2.720544,2.924080,4.414195
0.326127,-1.406172,3.088695,2.412886
0.458157,2.346558,2.402732,3.184440
0.522562,-0.505207,3.386021,1.775184
0.414442,-2.210426,2.497002,2.886212
0.939650,2.669902,2.380856,4.453060
0.562684,-2.507051,2.783897,3.602721
0.343869,-0.559894,3.388992,2.206445
0.383043,-0.090573,3.150169,2.237515
0.275414,-2.237740,2.517867,2.912906
0.608655,1.216810,3.414855,3.998676
0.331494,-1.648838,2.990681,2.636682
0.745750,2.644184,2.501707,4.082645
0.817386,-1.237442,4.326337,2.466885
0.280347,-0.052658,2.863214,2.217852
0.868900,-2.297224,3.379194,4.029360
0.974219,-0.357447,5.078070,2.454876
0.416773,0.914548,2.717351,2.984009
0.187936,-1.813387,2.663891,2.666520
0.759493,2.307116,2.191096,3.701725
0.821017,0.095942,4.437964,2.898614
0.506795,-2.289280,3.056130,3.569424
0.851295,2.383417,2.666161,4.434217
0.832930,2.117287,2.629844,4.224328
0.249490,-0.273641,3.121446,2.340490
0.273977,2.032650,2.118036,2.438554
0.505126,0.850805,3.105121,3.284349
0.372467,0.590893,2.968079,2.932875
0.177584,2.327799,2.025836,2.113225
0.163514,2.478666,2.079227,2.151206
0.748961,1.186583,3.174025,3.799837
0.162907,0.454011,2.691389,2.759867
0.964918,2.243796,2.438968,4.417185
0.269084,-0.568583,2.657832,1.661217
0.020052,1.761200,2.120418,2.025869
0.911515,0.925963,3.732582,3.938170
0.601142,-3.088413,2.538355,3.791389
0.305460,2.934401,2.656421,3.231220
0.642740,-0.478736,3.892277,1.993540
0.251999,-0.209243,2.972700,2.239530
0.677196,2.037705,2.463833,3.669198
0.511514,1.020109,3.029820,3.390124
0.843284,-0.790238,4.445199,2.010239
0.298476,-2.462352,2.279758,2.847075
0.063837,3.068462,1.876642,1.965862
0.261147,1.326341,2.123277,2.509665
0.892374,-1.264233,4.750306,2.792292
0.899687,1.919072,3.049331,4.653510
0.802364,0.628528,3.686241,3.316653
0.721283,0.976411,3.099549,3.412698
0.997469,-1.511569,4.423033,2.863673
0.035319,1.307336,2.249538,2.453969
0.572042,-1.948321,3.230031,3.168251
0.534635,1.790061,2.400901,3.227065
0.906527,1.079881,3.170158,3.682974
0.840639,2.365586,2.510328,4.244681
0.181136,-2.528335,2.447167,2.941749
0.808344,1.651964,2.998798,4.207818
0.183068,1.129166,2.340128,2.678001
0.355283,1.534416,2.564779,3.060153
0.307085,1.810126,2.272344,2.681673
0.294051,2.206742,2.407942,2.771417
0.470537,2.302117,1.911641,2.713914
0.071216,2.446836,1.882266,1.716718
0.500477,2.309056,2.232920,3.110044
0.054062,2.225754,2.249676,2.040698
0.137365,-1.883092,2.158152,2.268440
0.906621,-0.266587,4.919338,2.570418
0.316383,1.355085,2.552357,2.989175
0.631033,-2.030573,3.067301,3.142006
0.634499,-3.111977,2.505245,3.831524
0.168606,1.661800,2.612962,2.816859
0.489577,1.656054,2.818230,3.529305
0.633488,-0.606997,4.160221,2.233702
0.965328,-0.733145,5.130847,2.371997
0.373101,-3.053144,2.418662,3.214563
0.322213,2.093737,2.414616,2.840487
0.626687,-1.578191,3.924366,3.061936
0.693525,-0.977979,4.265558,2.322245
0.588671,-2.092174,3.329257,3.532672
0.823844,-1.267933,4.264212,2.448047
0.596370,-1.018912,4.155138,2.475043
0.887974,3.113145,2.455560,4.335009
0.359251,-1.957677,3.196689,3.260147
0.948084,2.627662,2.441784,4.528410
0.727169,-2.317202,3.314059,3.952498
0.734077,0.563557,3.859525,3.421459
0.650540,-2.906831,2.855285,4.130456
0.876544,-1.534422,4.215890,2.897159
0.994680,1.017687,3.782550,4.183034
0.653568,-3.017551,2.538776,3.873458
0.380254,0.297084,2.866668,2.454891
0.474396,-2.179467,2.817805,3.170913
0.301116,1.015768,2.335564,2.674123
0.662483,-1.445276,3.716664,2.535374
0.830653,-2.482397,3.150051,4.155597
0.718766,-2.401845,3.214628,3.999747
0.198647,-1.886530,2.580408,2.652199
0.262994,0.145431,2.904689,2.511963
0.295351,-2.893999,2.679316,3.345623
0.496355,-1.836613,3.338741,3.119501
0.002738,1.078403,2.027707,2.319971
0.906880,2.106326,2.597042,4.353559
0.090083,0.073547,2.243107,2.115009
0.723564,-2.505166,3.050620,4.005161
0.988666,-1.281630,4.941678,2.831659
0.464277,-2.514475,2.735611,3.476263
0.290567,1.894984,2.371539,2.740150
0.312707,1.498792,2.745201,3.184842
0.045889,2.211673,2.324642,2.098276
0.663355,-2.070232,3.193989,3.340203
0.621807,2.378032,2.591381,3.786962
0.092951,1.978979,2.251213,2.193104
0.962310,-1.433615,4.783412,3.077653
0.385715,2.203335,2.411505,2.992130
0.796910,-2.431237,2.934984,3.822254
0.696170,-2.773106,2.927675,4.175645
0.416028,0.570201,2.994800,2.891843
0.802265,1.120877,3.450527,4.003363
0.358599,-2.960535,2.588777,3.363111
0.684464,2.127087,2.621019,3.879879
0.920398,-2.431986,3.378869,4.351599
0.411284,-2.852740,2.474501,3.329535
0.704568,1.117960,3.395099,3.910121
0.767529,0.481600,3.376416,2.733023
0.669844,-1.015987,3.810966,1.959406
0.523103,1.260282,3.090052,3.655379
0.248577,-0.969185,3.000363,2.091392
0.676296,-0.723342,4.271636,2.233044
0.987792,-2.798744,2.856713,4.567079
0.643399,-2.155589,3.467370,3.784363
0.869416,-2.671200,2.749808,4.108421
0.491648,-1.628025,3.340766,2.752612
0.222707,0.900489,2.500253,2.794812
0.403277,-1.665044,2.681821,2.265021
0.448099,2.240516,2.442145,3.177446
0.447068,-2.395736,2.444291,3.058050
0.102643,-0.550793,2.414111,1.843056
0.557131,-3.140526,2.730950,3.900839
0.619066,-1.227747,3.964661,2.489453
0.508338,-1.841908,2.945749,2.726567
0.363342,-2.800571,2.008115,2.777700
0.222918,-0.286136,2.487271,1.760550
0.473134,0.987511,2.817405,3.144830
0.715914,-2.425163,3.123743,3.946036
0.341357,2.072722,2.167008,2.635608
0.964434,-1.307006,4.379848,2.372058
0.045778,-2.110174,2.137918,2.440782
0.140449,1.362547,2.262330,2.535328
0.610852,-1.963223,3.220496,3.168243
0.930216,-0.672951,4.544562,1.864082
0.716788,-2.464480,3.179805,4.066063
0.414470,2.680574,2.452730,3.211491
0.772145,-0.310989,4.149764,2.071328
0.658457,2.866328,2.625329,4.023491
0.530364,-2.836408,2.793321,3.833129
0.935308,2.128844,2.412563,4.248982
0.921162,-2.028197,3.890206,3.864785
0.578554,1.448241,2.928635,3.668940
0.600546,2.404549,2.551600,3.702142
0.504110,-0.724686,4.075850,2.467977
0.762375,-1.422539,4.020186,2.625814
0.963594,2.956186,2.560044,4.670768
0.412745,1.256727,2.714207,3.201688
0.748427,-1.263466,4.021710,2.345707
0.711874,2.736403,2.064658,3.577816
0.632583,-1.879369,3.303508,3.065711
0.345294,1.083056,2.538250,2.915270
0.981335,0.943021,4.106750,4.341019
0.694312,-1.116011,4.007538,2.217590
0.115405,-0.928417,2.168238,1.557903
0.667157,-0.518501,4.141002,2.159930
0.747869,2.145012,2.451560,3.864483
0.808305,0.142817,4.670878,3.250404
0.025272,-2.228478,2.074635,2.417720
0.750185,-2.130406,3.316689,3.577853
0.286616,-1.567271,2.974568,2.568719
0.295141,1.593378,2.130696,2.541980
0.032306,1.973085,2.460456,2.276449
0.739492,2.292367,2.746293,4.202217
0.742413,0.384974,3.955177,3.144179
0.798822,-1.334306,4.604766,2.965073
0.664494,2.679683,2.030703,3.415226
0.975823,-1.177130,5.173156,2.877500
0.552125,-3.060130,2.517396,3.666885
0.780925,2.325521,2.799000,4.369585
0.829983,2.585445,2.420310,4.200180
0.755108,0.292892,3.736852,2.717378
0.603387,1.735081,2.806528,3.734186
0.177426,1.147679,2.334742,2.670320
0.186977,-2.049606,2.249330,2.484142
0.428508,0.355620,3.149476,2.743256
0.130067,0.527700,2.393833,2.554076
0.709689,-2.168920,3.520938,3.864801
0.153703,-1.114448,2.999452,2.387144
0.615609,1.017186,3.303720,3.670206
0.490551,0.456643,3.038421,2.693670
0.317859,-1.759531,3.098275,2.915408
0.183869,-2.713227,2.081949,2.590756
0.537036,-2.563882,2.765699,3.620100
0.221198,-1.801051,2.487075,2.447126
0.218445,1.587483,2.498519,2.800276
0.530499,3.120425,2.727915,3.842620
0.008804,1.061472,1.585071,1.884808
0.445667,2.541526,2.096512,2.895012
0.958897,1.147004,3.388565,4.046583
0.320937,2.613381,2.452465,2.956315
0.540237,-1.364526,3.461484,2.348499
0.911336,2.023871,2.434886,4.144264
0.445557,-2.866065,2.782043,3.695973
0.898282,-1.932002,3.417830,3.139459
0.167395,2.866868,2.147424,2.366570
0.537975,-3.095533,2.781268,3.907335
0.773582,2.293054,2.635595,4.174925
0.424209,-2.488601,2.351048,3.035586
0.976224,1.729175,2.895052,4.458971
0.646561,2.763038,2.431020,3.786815
0.459225,-1.057363,3.299168,1.965988
0.087521,-2.800616,2.260646,2.613492
0.574962,-1.711253,3.162089,2.631133
0.258648,-0.703512,2.723937,1.730173
0.016891,1.088868,1.964013,2.256015
0.534834,0.888585,2.839851,3.055443
0.585608,1.262179,2.682260,3.292417
0.072589,2.689503,2.426423,2.332870
0.301351,-2.598064,2.694035,3.327330
0.765274,-0.391592,4.142284,2.001016
0.473988,0.210284,3.536018,2.843983
0.136381,-0.684914,2.587511,1.901959
0.960134,-2.236339,3.434226,3.961931
0.677289,2.602300,2.526323,3.925244
0.373131,2.824073,1.973216,2.673091
0.553524,0.346013,3.499088,2.891734
0.596655,0.233433,3.671776,2.803540
0.946979,-1.227162,4.711485,2.571172
0.343852,-0.548808,2.681182,1.502463
0.645932,0.078871,3.949605,2.723596
0.834748,-1.920605,3.935077,3.663353
0.181358,1.882820,2.483791,2.637834
0.932370,3.105860,2.401668,4.380036
0.461265,0.312052,3.249207,2.730120
0.098202,1.417419,2.295556,2.505607
0.487190,-1.062795,3.711738,2.320632
0.100045,0.750940,2.525201,2.816349
0.900119,-1.144885,4.362662,2.170749
0.305675,0.528855,2.892787,2.859414
0.565552,-0.851413,3.688893,1.963784
0.004832,-1.594829,2.314780,2.325077
0.221526,1.506810,1.977633,2.302057
0.134306,1.463811,2.413705,2.644860
0.877886,-0.233431,4.562030,2.326643
0.551672,-2.037196,3.288932,3.401186
0.606628,2.147549,2.531111,3.617716
0.538618,-1.487641,3.375825,2.472476
0.886336,-2.661165,3.148768,4.512779
0.507178,-2.945594,2.552942,3.593057
0.581890,-0.596058,3.466812,1.673031
0.551594,0.273126,3.273893,2.548607
0.998728,-0.175276,5.033880,2.604668
0.223307,1.709936,2.105550,2.384051
0.733227,-1.313191,3.830777,2.273398
0.396785,0.013617,3.262387,2.446311
0.662678,2.186434,2.579950,3.810985
0.165844,0.088823,2.281700,2.017247
0.446220,-2.015990,3.253382,3.365156
0.967736,1.482328,3.110935,4.342516
0.483503,-0.887214,3.576452,2.067595
0.062861,-0.820363,2.525419,2.021884
0.042808,-1.842393,2.358066,2.505353
0.469674,-0.284984,3.378700,2.058441
0.046437,3.019635,1.981910,2.002087
0.521373,2.071234,2.722249,3.593318
0.834872,-1.487129,4.091872,2.722328
0.653675,-0.846365,4.005754,2.063309
0.653337,2.107814,2.296490,3.476600
0.907242,0.102867,4.548705,2.855492
0.352898,2.310449,2.045249,2.561190
0.604211,0.011542,3.806731,2.555815
0.138968,-2.101061,2.620227,2.905402
0.211517,-1.967230,2.661417,2.809102
0.362223,1.365353,2.675115,3.156183
0.811173,1.383907,3.222729,4.149885
0.481517,-0.133112,3.518945,2.335155
0.833365,-3.000560,2.894801,4.560912
0.043144,0.461729,2.359404,2.584390
0.039191,0.454081,2.444525,2.670562
0.055912,-1.518899,2.465207,2.344682
0.599358,0.399640,4.044300,3.462212
0.018620,1.379456,2.033227,2.182076
0.085749,-0.319165,2.208616,1.791421
0.992776,2.307829,2.811507,4.893507
0.600839,1.851127,2.920067,3.891390
0.820453,-1.998781,3.612253,3.546633
0.724187,-0.988526,4.070088,2.065465
0.453470,0.569231,3.149759,3.007609
0.108570,-1.870199,2.534555,2.653846
0.859592,0.027392,4.385363,2.633022
0.096299,-0.151618,2.436379,2.111595
0.614748,-2.896319,2.706606,3.914843
0.117516,-0.111583,2.194598,1.853566
0.130329,0.650150,2.591337,2.821200
0.774870,0.937651,3.104499,3.350142
0.522044,-0.814443,3.903990,2.270635
0.229486,1.899408,2.341333,2.587131
0.789556,-0.746213,4.172938,1.856152
0.761539,1.235950,3.008680,3.707337
0.097717,-2.300380,2.102400,2.485023
0.859053,-1.361776,4.400627,2.707704
0.876766,-0.573990,4.864040,2.332221
0.789422,0.490008,4.258881,3.606983
0.117829,-3.096391,2.005479,2.276810
0.315902,-0.865384,2.771746,1.659391
0.154779,0.952380,2.367384,2.686167
0.423562,-0.844183,3.770869,2.389151
0.275561,1.134779,2.536355,2.909626
0.783788,-0.110158,4.133198,2.300098
0.370213,0.345018,3.021775,2.688237
0.344356,1.291161,2.750408,3.199886
0.735782,2.230524,2.319040,3.740997
0.446595,1.252311,2.438014,2.946304
0.161795,-1.794112,2.301132,2.306667
0.550576,1.238148,2.999670,3.566717
0.706790,-2.131646,3.382195,3.649057
0.091089,-2.228467,2.246628,2.601273
0.925862,-0.406036,5.006171,2.453982
